iso3,country,related_gpc_sector,sector_name,rank_in_sector,dataset_id,dataset_name,publisher,confidence_level,granularity_class,authoritative_tier,granularity_label
PHL,Philippines,II.3,Waterborne navigation,3,PHL-019,EDGAR GHG gridded & cities emissions,European Commission JRC,High,modeled_grid,International modeled,Modeled / international (cross-check only)
PHL,Philippines,II.4,Aviation,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,II.4,Aviation,2,PHL-009,CAAP / MIAA / MCIAA / CIAC airport traffic statistics & dashboards,"CAAP and airport authorities (MIAA, MCIAA, CIAC) under DOTr",Medium,facility_or_asset,Primary official,Facility / asset (point sources in cities)
PHL,Philippines,II.4,Aviation,3,PHL-019,EDGAR GHG gridded & cities emissions,European Commission JRC,High,modeled_grid,International modeled,Modeled / international (cross-check only)
PHL,Philippines,II.5,Off-road transportation,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,II.5,Off-road transportation,2,PHL-004,Key Energy Statistics / Energy Supply and Demand Situationer / Energy Balance Table,DOE — EPPB,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,III.1,Solid waste disposal,1,PHL-014,Quezon City GHG inventory / Enhanced QC-LCCAP (GPC-based),Quezon City Government (C40 / partners),High,city_or_municipality,City official,City / municipality (city-ready)
PHL,Philippines,III.1,Solid waste disposal,2,PHL-011,NSWMC / EMB solid waste generation & facility status reports,National Solid Waste Management Commission / DENR-EMB,Medium,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,III.1,Solid waste disposal,3,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,III.2,Biological treatment of waste,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,III.2,Biological treatment of waste,2,PHL-011,NSWMC / EMB solid waste generation & facility status reports,National Solid Waste Management Commission / DENR-EMB,Medium,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,III.3,Incineration & open burning,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,III.3,Incineration & open burning,2,PHL-011,NSWMC / EMB solid waste generation & facility status reports,National Solid Waste Management Commission / DENR-EMB,Medium,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,III.4,Wastewater treatment & discharge,1,PHL-014,Quezon City GHG inventory / Enhanced QC-LCCAP (GPC-based),Quezon City Government (C40 / partners),High,city_or_municipality,City official,City / municipality (city-ready)
PHL,Philippines,III.4,Wastewater treatment & discharge,2,PHL-005,"PSA OpenSTAT — Energy, Agriculture, Environment databases",Philippine Statistics Authority (PSA),High,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,III.4,Wastewater treatment & discharge,3,PHL-024,Water utilities / MWSS concessionaire disclosures (wastewater supporting for Metro Manila),MWSS concessionaires (Maynilad / Manila Water) — annual reports,Medium,other_or_mixed,Primary operator,Mixed / other
PHL,Philippines,IV.1,Industrial processes,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,IV.1,Industrial processes,2,PHL-002,2015 and 2020 National GHGI Executive Brief / NICCDIES GHG portal,CCC / NICCDIES,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,IV.1,Industrial processes,3,PHL-018,Cement industry production/capacity disclosures (CeMAP / DTI context),Cement Manufacturers Association of the Philippines (CeMAP) / DTI citations,Medium,national,Industry association,National only (needs downscaling to city)
PHL,Philippines,IV.2,Product use,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,V.1,Livestock,1,PHL-005,"PSA OpenSTAT — Energy, Agriculture, Environment databases",Philippine Statistics Authority (PSA),High,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,V.1,Livestock,2,PHL-012,PSA livestock & poultry / crops surveys (OpenSTAT Agriculture),PSA,High,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,V.1,Livestock,3,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,V.2,Land,1,PHL-005,"PSA OpenSTAT — Energy, Agriculture, Environment databases",Philippine Statistics Authority (PSA),High,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,V.2,Land,2,PHL-013,NAMRIA land cover / FMB Philippine Forestry Statistics / FRL,NAMRIA / DENR-FMB,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,V.2,Land,3,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,V.3,Aggregate sources & non-CO₂ emissions sources on land,1,PHL-005,"PSA OpenSTAT — Energy, Agriculture, Environment databases",Philippine Statistics Authority (PSA),High,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,V.3,Aggregate sources & non-CO₂ emissions sources on land,2,PHL-012,PSA livestock & poultry / crops surveys (OpenSTAT Agriculture),PSA,High,state_or_province,Primary official,State / province (needs downscaling to city)
PHL,Philippines,V.3,Aggregate sources & non-CO₂ emissions sources on land,3,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Climate Change Commission (CCC) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
PHL,Philippines,VI.1,Other Scope 3,1,PHL-023,Family Income and Expenditure Survey (FIES) — energy-related expenditure,PSA,Medium,state_or_province,Primary official,State / province (needs downscaling to city)
MAR,Morocco,I.1,Residential buildings,1,MAR-008,Rapports financiers / volumes électricité — Lydec (Grand Casablanca),Lydec / AMMC filings (historically); SRM Casablanca-Settat from Oct 2024,High,other_or_mixed,Primary operator,Mixed / other
MAR,Morocco,I.1,Residential buildings,2,MAR-009,Taux d’équipement des ménages en électricité / conditions de vie,Haut-Commissariat au Plan (HCP),High,state_or_province,Primary official,State / province (needs downscaling to city)
MAR,Morocco,I.1,Residential buildings,3,MAR-010,Annuaire statistique du Maroc (plateforme),HCP,High,state_or_province,Primary official,State / province (needs downscaling to city)
MAR,Morocco,I.2,Commercial & institutional buildings,1,MAR-008,Rapports financiers / volumes électricité — Lydec (Grand Casablanca),Lydec / AMMC filings (historically); SRM Casablanca-Settat from Oct 2024,High,other_or_mixed,Primary operator,Mixed / other
MAR,Morocco,I.2,Commercial & institutional buildings,2,MAR-010,Annuaire statistique du Maroc (plateforme),HCP,High,state_or_province,Primary official,State / province (needs downscaling to city)
MAR,Morocco,I.2,Commercial & institutional buildings,3,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,I.3,Manufacturing industries & construction,1,MAR-008,Rapports financiers / volumes électricité — Lydec (Grand Casablanca),Lydec / AMMC filings (historically); SRM Casablanca-Settat from Oct 2024,High,other_or_mixed,Primary operator,Mixed / other
MAR,Morocco,I.3,Manufacturing industries & construction,2,MAR-010,Annuaire statistique du Maroc (plateforme),HCP,High,state_or_province,Primary official,State / province (needs downscaling to city)
MAR,Morocco,I.3,Manufacturing industries & construction,3,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,I.4,Energy industries,1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,I.4,Energy industries,2,MAR-002,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)",Portail Open Data Maroc (data.gov.ma) — sources administratives consolidées,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,I.4,Energy industries,3,MAR-004,Chiffres clés annuels de l’énergie,Ministère de la Transition Énergétique et du Développement Durable (MEM),High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,I.5,"Agriculture, forestry & fishing energy",1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,I.5,"Agriculture, forestry & fishing energy",2,MAR-002,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)",Portail Open Data Maroc (data.gov.ma) — sources administratives consolidées,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,I.5,"Agriculture, forestry & fishing energy",3,MAR-004,Chiffres clés annuels de l’énergie,Ministère de la Transition Énergétique et du Développement Durable (MEM),High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,I.8,Fugitive emissions from oil & natural gas systems,1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,I.8,Fugitive emissions from oil & natural gas systems,2,MAR-004,Chiffres clés annuels de l’énergie,Ministère de la Transition Énergétique et du Développement Durable (MEM),High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,II.1,On-road transportation,1,MAR-010,Annuaire statistique du Maroc (plateforme),HCP,High,state_or_province,Primary official,State / province (needs downscaling to city)
MAR,Morocco,II.1,On-road transportation,2,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,II.1,On-road transportation,3,MAR-002,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)",Portail Open Data Maroc (data.gov.ma) — sources administratives consolidées,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,II.2,Railways,1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,II.2,Railways,2,MAR-015,Communiqués / indicateurs trafic ONCF (voyageurs & fret),Office National des Chemins de Fer (ONCF),Medium,national,Primary operator,National only (needs downscaling to city)
MAR,Morocco,II.2,Railways,3,MAR-024,EDGAR GHG gridded & cities emissions,European Commission JRC (EDGAR),High,modeled_grid,International modeled,Modeled / international (cross-check only)
MAR,Morocco,II.3,Waterborne navigation,1,MAR-016,Statistiques de trafic portuaire national (ANP / Ministère de l’Équipement),Agence Nationale des Ports (ANP) / Direction des Ports,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
MAR,Morocco,II.3,Waterborne navigation,2,MAR-017,Bilans d’activité portuaire Tanger Med,Tanger Med Port Authority (TMPA),High,facility_or_asset,Primary operator,Facility / asset (point sources in cities)
MAR,Morocco,II.3,Waterborne navigation,3,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,II.4,Aviation,1,MAR-018,"Statistiques de trafic aérien (passagers, mouvements) par aéroport",Office National Des Aéroports (ONDA),High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
MAR,Morocco,II.4,Aviation,2,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,II.4,Aviation,3,MAR-024,EDGAR GHG gridded & cities emissions,European Commission JRC (EDGAR),High,modeled_grid,International modeled,Modeled / international (cross-check only)
MAR,Morocco,II.5,Off-road transportation,1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,III.1,Solid waste disposal,1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,III.1,Solid waste disposal,2,MAR-020,"Programme National des Déchets Ménagers — indicateurs publics (taux d’enfouissement, réhabilitation)",Ministère de la Transition Énergétique et du Développement Durable / Ministère de l’Intérieur,Medium,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,III.1,Solid waste disposal,3,MAR-029,Plans Climat Territoriaux (PCT) — analyses GES régionales (ex. Casablanca-Settat),Régions / Département Environnement (project outputs; e.g. ECI references),Low,state_or_province,Subnational project,State / province (needs downscaling to city)
MAR,Morocco,III.2,Biological treatment of waste,1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,III.3,Incineration & open burning,1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,III.4,Wastewater treatment & discharge,1,MAR-008,Rapports financiers / volumes électricité — Lydec (Grand Casablanca),Lydec / AMMC filings (historically); SRM Casablanca-Settat from Oct 2024,High,other_or_mixed,Primary operator,Mixed / other
MAR,Morocco,III.4,Wastewater treatment & discharge,2,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,III.4,Wastewater treatment & discharge,3,MAR-019,"Indicateurs assainissement liquide ONEE (STEP, population desservie)",ONEE — Branche Eau / Assainissement,Medium,facility_or_asset,Primary operator,Facility / asset (point sources in cities)
MAR,Morocco,IV.1,Industrial processes,1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,IV.1,Industrial processes,2,MAR-002,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)",Portail Open Data Maroc (data.gov.ma) — sources administratives consolidées,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,IV.1,Industrial processes,3,MAR-021,Livraisons / ventes de ciment (APC / ministère Habitat),Association Professionnelle des Cimentiers (APC); cross-cited by producers & ministry,High,national,Industry association,National only (needs downscaling to city)
MAR,Morocco,IV.2,Product use,1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,V.1,Livestock,1,MAR-010,Annuaire statistique du Maroc (plateforme),HCP,High,state_or_province,Primary official,State / province (needs downscaling to city)
MAR,Morocco,V.1,Livestock,2,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,V.1,Livestock,3,MAR-002,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)",Portail Open Data Maroc (data.gov.ma) — sources administratives consolidées,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,V.2,Land,1,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,V.2,Land,2,MAR-023,Inventaire Forestier National / statistiques forestières ANEF,Agence Nationale des Eaux et Forêts (ANEF) / ex-HCEFLCD,Medium,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,V.2,Land,3,MAR-024,EDGAR GHG gridded & cities emissions,European Commission JRC (EDGAR),High,modeled_grid,International modeled,Modeled / international (cross-check only)
MAR,Morocco,V.3,Aggregate sources & non-CO₂ emissions sources on land,1,MAR-010,Annuaire statistique du Maroc (plateforme),HCP,High,state_or_province,Primary official,State / province (needs downscaling to city)
MAR,Morocco,V.3,Aggregate sources & non-CO₂ emissions sources on land,2,MAR-001,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,V.3,Aggregate sources & non-CO₂ emissions sources on land,3,MAR-002,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)",Portail Open Data Maroc (data.gov.ma) — sources administratives consolidées,High,national,Primary official,National only (needs downscaling to city)
MAR,Morocco,VI.1,Other Scope 3,1,MAR-010,Annuaire statistique du Maroc (plateforme),HCP,High,state_or_province,Primary official,State / province (needs downscaling to city)
MAR,Morocco,VI.1,Other Scope 3,2,MAR-029,Plans Climat Territoriaux (PCT) — analyses GES régionales (ex. Casablanca-Settat),Régions / Département Environnement (project outputs; e.g. ECI references),Low,state_or_province,Subnational project,State / province (needs downscaling to city)
ETH,Ethiopia,I.1,Residential buildings,1,ETH-011,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),High,city_or_municipality,City official / C40,City / municipality (city-ready)
ETH,Ethiopia,I.1,Residential buildings,2,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,I.1,Residential buildings,3,ETH-002,Third National Communication (NC3),Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,I.2,Commercial & institutional buildings,1,ETH-011,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),High,city_or_municipality,City official / C40,City / municipality (city-ready)
ETH,Ethiopia,I.2,Commercial & institutional buildings,2,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,I.2,Commercial & institutional buildings,3,ETH-003,Ethiopian Energy Sector Brief 2025 (energy balance & electricity statistics),Ministry of Water and Energy (MoWE),High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,I.3,Manufacturing industries & construction,1,ETH-011,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),High,city_or_municipality,City official / C40,City / municipality (city-ready)
ETH,Ethiopia,I.3,Manufacturing industries & construction,2,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,I.3,Manufacturing industries & construction,3,ETH-003,Ethiopian Energy Sector Brief 2025 (energy balance & electricity statistics),Ministry of Water and Energy (MoWE),High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,I.4,Energy industries,1,ETH-011,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),High,city_or_municipality,City official / C40,City / municipality (city-ready)
ETH,Ethiopia,I.4,Energy industries,2,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,I.4,Energy industries,3,ETH-002,Third National Communication (NC3),Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,I.5,"Agriculture, forestry & fishing energy",1,ETH-006,Agricultural Sample Survey — Livestock and Livestock Characteristics,ESS,High,state_or_province,Primary official,State / province (needs downscaling to city)
ETH,Ethiopia,I.5,"Agriculture, forestry & fishing energy",2,ETH-007,Agricultural Sample Survey — Area and Production of Major Crops / Land Utilization / Farm Management,ESS,High,state_or_province,Primary official,State / province (needs downscaling to city)
ETH,Ethiopia,I.5,"Agriculture, forestry & fishing energy",3,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,I.8,Fugitive emissions from oil & natural gas systems,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,II.1,On-road transportation,1,ETH-011,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),High,city_or_municipality,City official / C40,City / municipality (city-ready)
ETH,Ethiopia,II.1,On-road transportation,2,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,II.1,On-road transportation,3,ETH-002,Third National Communication (NC3),Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,II.2,Railways,1,ETH-011,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),High,city_or_municipality,City official / C40,City / municipality (city-ready)
ETH,Ethiopia,II.2,Railways,2,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,II.2,Railways,3,ETH-004,EEP Facts in Brief 2024/25,Ethiopian Electric Power (EEP),High,national,Primary operator,National only (needs downscaling to city)
ETH,Ethiopia,II.4,Aviation,1,ETH-011,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),High,city_or_municipality,City official / C40,City / municipality (city-ready)
ETH,Ethiopia,II.4,Aviation,2,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,II.4,Aviation,3,ETH-013,Ethiopian Airlines Group traffic & fleet factsheets / annual reports,Ethiopian Airlines Group,Medium,facility_or_asset,Primary operator,Facility / asset (point sources in cities)
ETH,Ethiopia,II.5,Off-road transportation,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,III.1,Solid waste disposal,1,ETH-011,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),High,city_or_municipality,City official / C40,City / municipality (city-ready)
ETH,Ethiopia,III.1,Solid waste disposal,2,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,III.1,Solid waste disposal,3,ETH-002,Third National Communication (NC3),Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,III.2,Biological treatment of waste,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,III.2,Biological treatment of waste,2,ETH-016,"Addis Ababa / national MSW management project reports (JICA, GIZ sector briefs)",AACMA / city agencies via JICA & GIZ publications,Medium,city_or_municipality,Project / development partner,City / municipality (city-ready)
ETH,Ethiopia,III.3,Incineration & open burning,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,III.3,Incineration & open burning,2,ETH-016,"Addis Ababa / national MSW management project reports (JICA, GIZ sector briefs)",AACMA / city agencies via JICA & GIZ publications,Medium,city_or_municipality,Project / development partner,City / municipality (city-ready)
ETH,Ethiopia,III.4,Wastewater treatment & discharge,1,ETH-011,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),High,city_or_municipality,City official / C40,City / municipality (city-ready)
ETH,Ethiopia,III.4,Wastewater treatment & discharge,2,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,III.4,Wastewater treatment & discharge,3,ETH-017,AAWSA wastewater / sanitation project ESIAs and service descriptions,Addis Ababa Water and Sewerage Authority (AAWSA),Medium,facility_or_asset,Primary operator / project,Facility / asset (point sources in cities)
ETH,Ethiopia,IV.1,Industrial processes,1,ETH-011,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),High,city_or_municipality,City official / C40,City / municipality (city-ready)
ETH,Ethiopia,IV.1,Industrial processes,2,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,IV.1,Industrial processes,3,ETH-005,Large and Medium Scale Manufacturing and Electricity Industries Survey reports,Ethiopian Statistical Service (ESS),Medium,state_or_province,Primary official,State / province (needs downscaling to city)
ETH,Ethiopia,IV.2,Product use,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,V.1,Livestock,1,ETH-011,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),High,city_or_municipality,City official / C40,City / municipality (city-ready)
ETH,Ethiopia,V.1,Livestock,2,ETH-006,Agricultural Sample Survey — Livestock and Livestock Characteristics,ESS,High,state_or_province,Primary official,State / province (needs downscaling to city)
ETH,Ethiopia,V.1,Livestock,3,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
ETH,Ethiopia,V.2,Land,1,ETH-011,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),High,city_or_municipality,City official / C40,City / municipality (city-ready)
ETH,Ethiopia,V.2,Land,2,ETH-007,Agricultural Sample Survey — Area and Production of Major Crops / Land Utilization / Farm Management,ESS,High,state_or_province,Primary official,State / province (needs downscaling to city)
ETH,Ethiopia,V.2,Land,3,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,High,national,Primary official,National only (needs downscaling to city)
