iso3,country,track,cell_id,cell_name,covered,years_covered,year_frac,best_tier,city_ready,best_dataset_id,best_dataset_name,notes
MEX,Mexico,adaptation,CCRA-026,Maximum temperature,1,1,0.1,T1,1,MEX-A010,SMN / CONAGUA climate + INECC escenarios de cambio climático (proyecciones nacionales),
MEX,Mexico,adaptation,CCRA-027,Natural vegetation cover,1,1,0.1,T1,1,MEX-A014,CONAFOR INFyS / MAD-MEX land cover + Hansen GFC,
MEX,Mexico,adaptation,CCRA-028,Population density,1,5,0.5,T1,1,MEX-A001,INEGI Censo de Población y Vivienda 2020 — Principales resultados por AGEB y manzana urbana,
MEX,Mexico,adaptation,CCRA-029,Port infrastructures,1,1,0.1,T1,1,MEX-A012,INECC / SEMARNAT coastal vulnerability & SLR studies + tide gauges; IPCC AR6 regional SLR,
MEX,Mexico,adaptation,CCRA-030,Power generation facilities,1,1,0.1,T1,1,MEX-A019,CENACE / CFE / CRE generation registers + WRI Global Power Plant Database,
MEX,Mexico,adaptation,CCRA-031,Protected areas,1,1,0.1,T1,1,MEX-A015,CONANP / CONABIO Áreas Naturales Protegidas + WDPA México,
MEX,Mexico,adaptation,CCRA-032,Railroad density,1,1,0.1,T1,1,MEX-A018,"INEGI / OSM — carretera, ferrocarril, puertos, edificios; Microsoft footprints",
MEX,Mexico,adaptation,CCRA-033,Relative humidity,1,1,0.1,T1,1,MEX-A010,SMN / CONAGUA climate + INECC escenarios de cambio climático (proyecciones nacionales),
MEX,Mexico,adaptation,CCRA-034,Road density,1,1,0.1,T1,1,MEX-A018,"INEGI / OSM — carretera, ferrocarril, puertos, edificios; Microsoft footprints",
MEX,Mexico,adaptation,CCRA-035,Sea Level change,1,1,0.1,T1,1,MEX-A010,SMN / CONAGUA climate + INECC escenarios de cambio climático (proyecciones nacionales),
MEX,Mexico,adaptation,CCRA-036,Standardized Precipitation Evapotranspiration Index (SPEI),1,1,0.1,T1,1,MEX-A010,SMN / CONAGUA climate + INECC escenarios de cambio climático (proyecciones nacionales),
MEX,Mexico,adaptation,CCRA-037,Total precipitation,1,1,0.1,T1,1,MEX-A010,SMN / CONAGUA climate + INECC escenarios de cambio climático (proyecciones nacionales),
MEX,Mexico,adaptation,CCRA-038,Urban infrastructure social vulnerability,1,5,0.5,T1,1,MEX-A001,INEGI Censo de Población y Vivienda 2020 — Principales resultados por AGEB y manzana urbana,
MEX,Mexico,adaptation,CCRA-039,Urban stormwater drainage coverage,0,0,0.0,,0,,,no usable dataset / gap
MEX,Mexico,adaptation,CCRA-040,Waste Collection,1,1,0.1,T1,1,MEX-A022,SEMARNAT residuos / INEGI waste statistics + municipal collection open data,
MEX,Mexico,adaptation,CCRA-041,Water security index,1,1,0.1,T1,1,MEX-A010,SMN / CONAGUA climate + INECC escenarios de cambio climático (proyecciones nacionales),
PHL,Philippines,mitigation,I.1,Residential buildings,1,10,1.0,T1,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,I.2,Commercial & institutional buildings,1,10,1.0,T1,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,I.3,Manufacturing industries & construction,1,10,1.0,T1,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,I.4,Energy industries,1,10,1.0,T1,0,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,I.5,"Agriculture, forestry & fishing energy",1,4,0.4,T1,0,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,I.6,Non-specified sources,0,0,0.0,,0,,,no usable dataset / gap
PHL,Philippines,mitigation,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",1,4,0.4,T1,0,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,I.8,Fugitive emissions from oil & natural gas systems,1,4,0.4,T1,0,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,II.1,On-road transportation,1,10,1.0,T1,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,II.2,Railways,1,3,0.3,T1,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,II.3,Waterborne navigation,1,10,1.0,T1,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,II.4,Aviation,1,10,1.0,T1,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,II.5,Off-road transportation,1,4,0.4,T1,0,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,III.1,Solid waste disposal,1,10,1.0,T1,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,III.2,Biological treatment of waste,1,7,0.7,T1,0,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,III.3,Incineration & open burning,1,7,0.7,T1,0,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,III.4,Wastewater treatment & discharge,1,4,0.4,T1,1,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,IV.1,Industrial processes,1,10,1.0,T1,0,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,IV.2,Product use,1,2,0.2,T1,0,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,V.1,Livestock,1,10,1.0,T1,0,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,V.2,Land,1,10,1.0,T1,0,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,V.3,Aggregate sources & non-CO₂ emissions sources on land,1,10,1.0,T1,0,PHL-001,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,
PHL,Philippines,mitigation,VI.1,Other Scope 3,1,0,0.0,T1,0,PHL-023,Family Income and Expenditure Survey (FIES) — energy-related expenditure,
PHL,Philippines,adaptation,CCRA-001,Age Distribution,1,10,1.0,T1,1,PHL-A001,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",
PHL,Philippines,adaptation,CCRA-002,Agricultural GDP share,1,1,0.1,T1,0,PHL-A023,PSA / DA agriculture & fisheries statistics (OpenSTAT),
PHL,Philippines,adaptation,CCRA-003,Agricultural establishment density,1,1,0.1,T1,0,PHL-A023,PSA / DA agriculture & fisheries statistics (OpenSTAT),
PHL,Philippines,adaptation,CCRA-004,Agricultural land area,1,1,0.1,T1,1,PHL-A023,PSA / DA agriculture & fisheries statistics (OpenSTAT),
PHL,Philippines,adaptation,CCRA-005,Areas of global conservation value,1,1,0.1,T2,1,PHL-A021,World Database on Protected Areas (WDPA) + NIPAS sites,
PHL,Philippines,adaptation,CCRA-006,Biodiversity Intactness Index (BII),1,1,0.1,T3,1,PHL-A022,Biodiversity Intactness Index (BII) + KBAs,
PHL,Philippines,adaptation,CCRA-007,Confirmed disease cases,1,1,0.1,T1,0,PHL-A006,"NDHS / DHS Philippines — health, WASH, nutrition",
PHL,Philippines,adaptation,CCRA-008,Dependence on large-scale irrigation,1,1,0.1,T1,1,PHL-A023,PSA / DA agriculture & fisheries statistics (OpenSTAT),
PHL,Philippines,adaptation,CCRA-009,Electricity consumption,1,1,0.1,T1,0,PHL-A030,DOE Power Statistics / Meralco & electric cooperative sales; HECS,
PHL,Philippines,adaptation,CCRA-010,Energy poverty,1,1,0.1,T1,1,PHL-A002,PSA poverty statistics (FIES / SAE) + OpenSTAT poverty,
PHL,Philippines,adaptation,CCRA-011,Flood Threat Index,1,10,1.0,T1,1,PHL-A007,Project NOAH — Flood hazard maps (5 / 25 / 100-year return periods),
PHL,Philippines,adaptation,CCRA-012,Food production and marketing,1,1,0.1,T1,0,PHL-A023,PSA / DA agriculture & fisheries statistics (OpenSTAT),
PHL,Philippines,adaptation,CCRA-013,Forest cover,1,10,1.0,T2,1,PHL-A019,Hansen Global Forest Change (treecover / loss),
PHL,Philippines,adaptation,CCRA-014,Forest loss,1,10,1.0,T2,1,PHL-A019,Hansen Global Forest Change (treecover / loss),
PHL,Philippines,adaptation,CCRA-015,Health and basic services access,1,5,0.5,T1,1,PHL-A001,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",
PHL,Philippines,adaptation,CCRA-016,Health facility density,1,1,0.1,T1,1,PHL-A027,DOH National Health Facility Registry / healthsites.io,
PHL,Philippines,adaptation,CCRA-017,Households in hazard-prone areas,1,10,1.0,T1,1,PHL-A003,Philippines COD-AB — subnational administrative boundaries (ADM0–4),
PHL,Philippines,adaptation,CCRA-018,Inadequate Sanitation,1,5,0.5,T1,1,PHL-A001,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",
PHL,Philippines,adaptation,CCRA-019,Inadequate water access,1,5,0.5,T1,1,PHL-A001,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",
PHL,Philippines,adaptation,CCRA-020,Income,1,1,0.1,T1,1,PHL-A002,PSA poverty statistics (FIES / SAE) + OpenSTAT poverty,
PHL,Philippines,adaptation,CCRA-021,Industrial GDP share,1,1,0.1,T1,0,PHL-A025,PSA National Accounts — agriculture & industry GDP shares,
PHL,Philippines,adaptation,CCRA-022,Landslide Susceptibility,1,1,0.1,T1,1,PHL-A008,Project NOAH — Landslide susceptibility & debris-flow / alluvial-fan hazards,
PHL,Philippines,adaptation,CCRA-023,Landslide Threat Index,1,10,1.0,T1,1,PHL-A008,Project NOAH — Landslide susceptibility & debris-flow / alluvial-fan hazards,
PHL,Philippines,adaptation,CCRA-024,Maximum Consecutive Dry Days (CDD),1,10,1.0,T1,1,PHL-A012,PAGASA drought / dry-spell assessments + SPEI/SPI agri-impact maps,
PHL,Philippines,adaptation,CCRA-025,Maximum Precipitation 5 days (Rx5day),1,10,1.0,T1,1,PHL-A012,PAGASA drought / dry-spell assessments + SPEI/SPI agri-impact maps,
PHL,Philippines,adaptation,CCRA-026,Maximum temperature,1,1,0.1,T1,1,PHL-A013,PAGASA CliMap — historical & CMIP6 projected climate (municipal),
PHL,Philippines,adaptation,CCRA-027,Natural vegetation cover,1,10,1.0,T2,1,PHL-A019,Hansen Global Forest Change (treecover / loss),
PHL,Philippines,adaptation,CCRA-028,Population density,1,10,1.0,T1,1,PHL-A001,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",
PHL,Philippines,adaptation,CCRA-029,Port infrastructures,1,1,0.1,T1,1,PHL-A009,Project NOAH — Storm surge advisory hazard maps (SSA 1–4),
PHL,Philippines,adaptation,CCRA-030,Power generation facilities,1,1,0.1,T2,1,PHL-A029,Global Power Plant Database / DOE power plant lists,
PHL,Philippines,adaptation,CCRA-031,Protected areas,1,1,0.1,T2,1,PHL-A021,World Database on Protected Areas (WDPA) + NIPAS sites,
PHL,Philippines,adaptation,CCRA-032,Railroad density,1,1,0.1,T3,1,PHL-A026,"OpenStreetMap — roads, rail, ports, health, buildings",
PHL,Philippines,adaptation,CCRA-033,Relative humidity,1,1,0.1,T1,1,PHL-A013,PAGASA CliMap — historical & CMIP6 projected climate (municipal),
PHL,Philippines,adaptation,CCRA-034,Road density,1,1,0.1,T3,1,PHL-A026,"OpenStreetMap — roads, rail, ports, health, buildings",
PHL,Philippines,adaptation,CCRA-035,Sea Level change,1,1,0.1,T1,1,PHL-A009,Project NOAH — Storm surge advisory hazard maps (SSA 1–4),
PHL,Philippines,adaptation,CCRA-036,Standardized Precipitation Evapotranspiration Index (SPEI),1,1,0.1,T1,1,PHL-A012,PAGASA drought / dry-spell assessments + SPEI/SPI agri-impact maps,
PHL,Philippines,adaptation,CCRA-037,Total precipitation,1,10,1.0,T1,1,PHL-A012,PAGASA drought / dry-spell assessments + SPEI/SPI agri-impact maps,
PHL,Philippines,adaptation,CCRA-038,Urban infrastructure social vulnerability,1,5,0.5,T1,1,PHL-A001,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",
PHL,Philippines,adaptation,CCRA-039,Urban stormwater drainage coverage,1,1,0.1,T2,1,PHL-A043,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),
PHL,Philippines,adaptation,CCRA-040,Waste Collection,1,5,0.5,T1,1,PHL-A001,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",
PHL,Philippines,adaptation,CCRA-041,Water security index,1,1,0.1,T1,1,PHL-A024,NIA / DA irrigation service areas + FAO WaPOR,
